ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,Description,Enery_kcal,Protein,Sodium,SaturatedFat,Cholesterol,Potassium,VitaminD,FoodGroup_Encoded
13959,Beef Products,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",-0.34329019817745976,1.712251237215072,-0.36776762815689,-0.7570783169382805,-0.5996178969379927,0.0,5.0,0.878,2.28,-0.12908713420619813,-0.25530717032966144,5.0,8.935,0.326,0.088,-0.2600829509062546,0.066,0.07525292120435682,17.0,0.005,305.0,30.7,5.12,0.0055555555555555,0.5164705882352941,0.95,0.0,0.0213333333333333,0.0125,0.5584375,0.2507692307692307,0.0733333333333333,0.015,7.333333333333333e-05,0.0404761904761904,0.4357142857142857,0.5581818181818182,0.4654545454545455,,,,,,,,,3
14412,Beverages,"Water, tap, well",-1.3458666764075227,-1.0746413885256585,-0.6259079476792343,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.33149544495643635,0.016,-0.465924382729032,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1.7777777777777773e-05,0.0023809523809523,0.0,0.0,0.0009090909090909,,,,,,,,,4
4028,Fats and Oils,"Salad dressing, mayonnaise, imitation, milk cream",-0.7635318357589232,-0.8792984474690654,-0.3183108379680297,-0.353164373341798,-0.5996178969379927,0.0,4.0,0.021,0.23,-0.12485183047484641,-0.2357165617758406,3.0,0.054,0.0969999999999999,0.024,-0.0029979723256003477,0.01,-0.3824093666899288,7.0,0.001,57.0,1.6,0.25,0.0044444444444444,0.0123529411764705,0.0958333333333333,0.0033333333333333,0.0266666666666666,0.0075,0.003375,0.0746153846153846,0.02,0.06,1.1111111111111112e-05,0.0166666666666666,0.0814285714285714,0.029090909090909,0.0227272727272727,,,,,,,,,9
6600,"Soups, Sauces, and Gravies","PACE, Green Taco Sauce",-1.1957803772712858,-1.0746413885256585,-0.6259079476792343,-0.5296492946429637,-0.12267208839013669,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.3457779437664727,0.0,-0.465924382729032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,21
20499,Cereal Grains and Pasta,"Macaroni, dry, unenriched",0.881414002774234,0.13834525498766334,-0.534835077941211,1.9600616982283279,-0.39586664752634865,3.2,0.0,0.142,0.0,-0.12908713420619813,-0.3067325177834411,18.0,1.7,0.06,0.09,-0.24580045209621826,0.289,-0.24878534102736366,53.0,0.917,189.0,63.2,1.41,0.0,0.0835294117647058,0.0,0.0,0.0073333333333333,0.045,0.10625,0.0461538461538461,0.075,0.0175,0.0003211111111111,0.1261904761904762,0.27,1.1490909090909092,0.1281818181818181,,,,,,,,,6
17052,"Lamb, Veal, and Game Products","Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",0.7253242516725475,1.5773715874379008,0.8656364686262735,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.11,2.83,-0.12908713420619813,-0.2944883874373031,18.0,6.04,0.21,0.06,-0.21723545447614556,0.121,-0.0734038073452469,24.0,0.027,185.0,33.1,6.86,0.0,0.0647058823529411,1.1791666666666667,0.0,0.0106666666666666,0.045,0.3775,0.1615384615384615,0.05,0.0225,0.0001344444444444,0.0571428571428571,0.2642857142857143,0.6018181818181818,0.6236363636363637,,,,,,,,,12
6498,"Soups, Sauces, and Gravies","Soup, tomato, dry, mix, prepared with water",-1.1177355017204424,-0.9881323717720244,-0.5891169208314235,-0.49617174256109314,-0.30200371240413054,0.4,20.0,0.0579999999999999,0.06,-0.10085177599718667,-0.2797954310219375,11.0,0.926,0.175,0.105,-0.207713788602788,0.034,-0.43585897695495485,10.0,0.036,33.0,1.1,0.13,0.0222222222222222,0.0341176470588235,0.025,0.0222222222222222,0.0146666666666666,0.0275,0.057875,0.1346153846153846,0.0875,0.0241666666666666,3.777777777777778e-05,0.0238095238095238,0.0471428571428571,0.02,0.0118181818181818,,,,,,,,,21
28234,Baked Products,"SUNSHINE, CHEEZ-IT, Asiago Crackers",1.6678662102481154,-0.2653634898626294,0.8638270738632664,1.5208507703716119,-0.5004131687600387,2.1,0.0,0.03,0.0,-0.12908713420619813,-0.33366960454494476,0.0,4.7,0.35,0.59,-0.3457779437664727,0.0,0.21889874879161425,16.0,0.0,68.0,0.0,0.7,0.0,0.0176470588235294,0.0,0.0,0.0,0.0,0.29375,0.2692307692307692,0.4916666666666666,0.0,0.0,0.0380952380952381,0.0971428571428571,0.0,0.0636363636363636,,,,,,,,,2
10981,Pork Products,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only",0.1850135747820944,1.1718024336251638,0.43861930455660114,-0.7570783169382805,-0.5996178969379927,0.0,4.0,0.433,0.75,-0.12908713420619813,-0.26755130067579946,0.0,7.882999999999999,0.348,0.479,-0.13630129455260626,0.107,-0.30557555193395386,17.0,0.011,171.0,33.7,3.24,0.0044444444444444,0.2547058823529412,0.3125,0.0,0.018,0.0,0.4926875,0.2676923076923077,0.3991666666666666,0.0366666666666666,0.0001188888888888,0.0404761904761904,0.2442857142857143,0.6127272727272728,0.2945454545454545,,,,,,,,,16
8236,Breakfast Cereals,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",-1.0877182418931952,-0.8858098788376185,-0.5686104468506766,-0.4845273766195729,-0.5996178969379927,1.7,1.0,0.013,0.0,-0.12908713420619813,-0.33366960454494476,5.0,0.096,0.036,0.115,-0.2934087814630061,0.0409999999999999,-0.3039052516131718,30.0,0.679,83.0,0.0,0.53,0.0011111111111111,0.0076470588235294,0.0,0.0,0.0,0.0125,0.006,0.0276923076923076,0.0958333333333333,0.0091666666666666,4.555555555555556e-05,0.0714285714285714,0.1185714285714285,0.0,0.0481818181818181,,,,,,,,,5
14063,Beverages,"Beverages, chocolate powder, no sugar added",0.8934209067051329,-0.2290855150949763,-0.07766133448808728,1.5586949596815527,1.4813920549180126,9.1,0.0,1.818,0.0,0.6403263769893643,-0.33366960454494476,7.0,25.6,0.35,1.5,3.981819195674541,1.818,0.08026382216670298,410.0,0.0,500.0,21.8,13.64,0.0,1.0694117647058825,0.0,0.6055555555555555,0.0,0.0175,1.6,0.2692307692307692,1.25,0.7575,0.00202,0.9761904761904762,0.7142857142857143,0.3963636363636364,1.24,,,,,,,,,4
4030,Fats and Oils,"Sandwich spread, with chopped pickle, regular, unspecified oils",0.9894761381523246,-0.99092298521569,1.424739450395463,0.05802729896813463,0.55878808286304,0.4,22.0,0.02,0.21,-0.12908713420619813,0.6458608231460966,6.0,0.01,0.02,0.01,-0.27912628265296974,0.01,-0.4325183763133907,2.0,0.0,26.0,1.6,0.81,0.0244444444444444,0.0117647058823529,0.0875,0.0,0.2666666666666666,0.015,0.000625,0.0153846153846153,0.0083333333333333,0.0116666666666666,1.1111111111111112e-05,0.0047619047619047,0.0371428571428571,0.029090909090909,0.0736363636363636,,,,,,,,,9
23282,Beef Products,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",-0.15117973528307643,0.7578614394814306,0.1822883797972641,-0.7570783169382805,-0.5996178969379927,0.0,4.0,0.395,2.67,-0.12908713420619813,-0.33366960454494476,3.0,3.552,0.222,0.083,-0.3172129461464,0.13,-0.06505230574133662,22.0,0.0,191.0,27.7,7.09,0.0044444444444444,0.2323529411764706,1.1125,0.0,0.0,0.0075,0.222,0.1707692307692307,0.0691666666666666,0.005,0.0001444444444444,0.0523809523809523,0.2728571428571428,0.5036363636363637,0.6445454545454545,,,,,,,,,3
5001,Poultry Products,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw",-0.06713140776678372,0.630423425554034,0.26853619683393515,-0.7523477932745379,-0.5996178969379927,0.0,232.0,0.34,1.11,-0.09238116853448324,-0.33366960454494476,30.0,6.638999999999999,0.186,0.061,-0.2934087814630061,0.064,-0.24711504070658158,20.0,0.0289999999999999,149.0,11.8,1.48,0.2577777777777778,0.2,0.4625000000000001,0.0288888888888888,0.0,0.075,0.4149375,0.143076923076923,0.0508333333333333,0.0091666666666666,7.111111111111109e-05,0.0476190476190476,0.2128571428571428,0.2145454545454545,0.1345454545454545,,,,,,,,,17
13368,Beef Products,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",-0.037114147939536324,1.6927169431094127,-0.017951307308853436,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.29,2.6,-0.12908713420619813,-0.2993860395757583,8.0,3.71,0.22,0.07,-0.3172129461464,0.119,0.0034300074107280402,23.0,0.017,241.0,24.5,6.89,0.0,0.1705882352941176,1.0833333333333337,0.0,0.0093333333333333,0.02,0.231875,0.1692307692307692,0.0583333333333333,0.005,0.0001322222222222,0.0547619047619047,0.3442857142857143,0.4454545454545454,0.6263636363636363,,,,,,,,,3
9149,Fruits and Fruit Juices,"Kumquats, raw",-0.9196215868606097,-0.8997629460559464,-0.5740386311396979,-0.1784988842189947,0.11465614594327644,6.5,15.0,0.036,0.0,0.4906789784816036,-0.29693721350653074,17.0,0.429,0.09,0.037,-0.050606301692388174,0.095,-0.3222785551417745,20.0,0.135,19.0,0.0,0.17,0.0166666666666666,0.0211764705882352,0.0,0.4877777777777778,0.01,0.0425,0.0268125,0.0692307692307692,0.0308333333333333,0.0516666666666666,0.0001055555555555,0.0476190476190476,0.0271428571428571,0.0,0.0154545454545454,,,,,,,,,11
6209,"Soups, Sauces, and Gravies","CAMPBELL'S, 98% Fat Free Cream of Broccoli Soup, condensed",-1.0096733663423518,-0.9248784670489372,-0.5288037620645207,-0.46378584978624,-0.5378057201501907,1.6,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.26960461677961217,0.0,-0.465924382729032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,21
36053,Restaurant Foods,"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",-0.409328169797404,-0.3341986214730479,-0.26402899507781713,-0.11591041728332352,-0.2829258800622163,1.4,58.0,0.09,0.4,-0.12908713420619813,-0.2136771271527922,0.0,0.903,0.17,0.053,0.29693450268516297,0.09,-0.37906876604836465,21.0,0.183,126.0,22.0,0.81,0.0644444444444444,0.0529411764705882,0.1666666666666666,0.0,0.0326666666666666,0.0,0.0564375,0.1307692307692307,0.0441666666666666,0.1125,0.0001,0.05,0.18,0.4,0.0736363636363636,,,,,,,,,18
6470,"Soups, Sauces, and Gravies","CAMPBELL'S Low Sodium Soups, Chicken Broth",-1.285832156753028,-0.9806907359222494,-0.6054014736984873,-0.7447061781254153,-0.5736720449529894,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.3457779437664727,0.0,-0.465924382729032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,21
5728,Poultry Products,"Turkey, thigh, from whole bird, enhanced, meat only, roasted",-0.39732126586650507,1.3531923074634293,-0.26402899507781713,-0.7570783169382805,-0.5996178969379927,0.0,5.0,0.435,1.65,-0.12908713420619813,-0.3165278220603515,8.0,6.827000000000001,0.335,0.0559999999999999,-0.26960461677961217,0.128,-0.28720224840535113,24.0,0.017,208.0,31.4,3.4,0.0055555555555555,0.2558823529411764,0.6875,0.0,0.0046666666666666,0.02,0.4266875,0.2576923076923077,0.0466666666666666,0.0133333333333333,0.0001422222222222,0.0571428571428571,0.2971428571428571,0.5709090909090909,0.3090909090909091,,,,,,,,,17
1083,Dairy and Egg Products,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",-1.0877182418931952,-0.7509302290604468,-0.5674041836753385,-0.5762267584090447,-0.5996178969379927,0.0,59.0,0.045,0.38,-0.1149694551016924,-0.33366960454494476,5.0,0.09,0.173,0.04,0.2636086721284115,0.01,-0.45757288112512173,14.0,0.002,100.0,2.3,0.4,0.0655555555555555,0.0264705882352941,0.1583333333333333,0.0111111111111111,0.0,0.0125,0.005625,0.133076923076923,0.0333333333333333,0.1066666666666666,1.1111111111111112e-05,0.0333333333333333,0.1428571428571428,0.0418181818181818,0.0363636363636363,,,,,,,,,7
10957,Pork Products,"Pork, Leg Cap Steak, boneless, separable lean and fat, raw",-0.6074420846572368,0.938321108838474,-0.42144633945943355,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.5529999999999999,0.64,-0.12908713420619813,-0.31407899599112393,1.0,7.0920000000000005,0.423,0.525,-0.3124521132097212,0.057,-0.32561915578333867,22.0,0.009,207.0,25.2,3.18,0.0,0.3252941176470588,0.2666666666666666,0.0,0.0053333333333333,0.0025,0.44325,0.3253846153846154,0.4375000000000001,0.0058333333333333,6.333333333333332e-05,0.0523809523809523,0.2957142857142857,0.4581818181818182,0.2890909090909091,,,,,,,,,16
11982,Vegetables and Vegetable Products,"Peppers, pasilla, dried",0.7253242516725475,0.07416114578335418,0.33005561877617606,1.1034730286552468,-0.5996178969379927,26.8,1788.0,4.228,0.0,-0.03873398793736143,-0.33366960454494476,170.0,7.175,3.197,0.172,0.11602285109136921,0.423,1.1759808325997372,130.0,1.58,267.0,3.2,1.4,1.9866666666666664,2.4870588235294115,0.0,0.0711111111111111,0.0,0.425,0.4484375,2.459230769230769,0.1433333333333333,0.0808333333333333,0.00047,0.3095238095238095,0.3814285714285714,0.0581818181818181,0.1272727272727272,,,,,,,,,24
7206,Sausages and Luncheon Meats,OSCAR MAYER. Bologna (Wisconsin made ring),0.5332137887781642,0.02299989931615128,1.086985761300807,-0.6624678436634287,-0.4317329723291474,0.0,0.0,0.14,1.26,-0.12908713420619813,-0.33366960454494476,0.0,2.65,0.14,0.29,-0.27436544971629095,0.13,-0.2721695455183126,15.0,0.049,106.0,0.0,1.85,0.0,0.0823529411764706,0.525,0.0,0.0,0.0,0.165625,0.1076923076923077,0.2416666666666667,0.0125,0.0001444444444444,0.0357142857142857,0.1514285714285714,0.0,0.1681818181818181,,,,,,,,,19
19360,Sweets,"Syrups, table blends, pancake, with 2% maple",0.24504809443658918,-1.0746413885256585,-0.619876631802544,1.7755712753423665,2.6054579365036004,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.003,0.017,0.005,-0.3219737790830788,0.045,-0.45423228048355757,2.0,0.185,10.0,0.4,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0001875,0.013076923076923,0.0041666666666666,0.0041666666666666,5e-05,0.0047619047619047,0.0142857142857142,0.0072727272727272,0.0209090909090909,,,,,,,,,23
36002,Restaurant Foods,"APPLEBEE'S, french fries",0.39513439357282615,-0.7667437052412187,0.1684163532808764,0.6802731039681212,-0.5996178969379927,3.9,0.0,0.205,0.0,-0.11920475883304414,-0.10592878010677761,0.0,2.18,0.0579999999999999,0.103,-0.2553221179695758,0.109,-0.2972240503300435,29.0,0.268,137.0,0.4,0.49,0.0,0.1205882352941176,0.0,0.0077777777777777,0.062,0.0,0.13625,0.0446153846153846,0.0858333333333333,0.0158333333333333,0.0001211111111111,0.069047619047619,0.1957142857142857,0.0072727272727272,0.0445454545454545,,,,,,,,,18
32000,"Meals, Entrees, and Side Dishes","Rice and vermicelli mix, beef flavor, unprepared",0.8093725791888402,-0.06629973088114859,-0.5493102360452676,2.009186367044116,-0.2737685205380975,1.6,70.0,0.16,0.05,-0.10226354390763724,-0.28959073529884793,292.0,5.287000000000001,0.113,0.687,-0.19343128979275165,0.186,0.005100307731510069,34.0,0.952,125.0,26.4,1.34,0.0777777777777777,0.0941176470588235,0.0208333333333333,0.0211111111111111,0.012,0.73,0.3304375,0.0869230769230769,0.5725000000000001,0.0266666666666666,0.0002066666666666,0.0809523809523809,0.1785714285714285,0.48,0.1218181818181818,,,,,,,,,14
9028,Fruits and Fruit Juices,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",-0.847580163275216,-1.0272009599833432,-0.620479763390213,0.023458087579246514,-0.5996178969379927,1.6,62.0,0.054,0.0,-0.08955763271358208,-0.33366960454494476,2.0,0.416,0.023,0.019,-0.30293044733636365,0.065,-0.3941014689354032,8.0,0.051,13.0,0.0,0.1,0.0688888888888888,0.0317647058823529,0.0,0.0311111111111111,0.0,0.005,0.026,0.0176923076923076,0.0158333333333333,0.0075,7.222222222222222e-05,0.019047619047619,0.0185714285714285,0.0,0.009090909090909,,,,,,,,,11
19041,Snacks,"Snacks, pork skins, plain",1.9200111927969936,4.62751208136442,1.2618939217248253,-0.7570783169382805,-0.5996178969379927,0.0,12.0,0.023,0.64,-0.12202829465394527,-0.20388182287588177,0.0,1.5490000000000002,0.283,0.099,-0.2029529556661092,0.094,-0.3189379545002104,11.0,0.069,85.0,41.0,0.56,0.0133333333333333,0.0135294117647058,0.2666666666666666,0.0055555555555555,0.0353333333333333,0.0,0.0968125,0.2176923076923076,0.0825,0.025,0.0001044444444444,0.0261904761904761,0.1214285714285714,0.7454545454545455,0.0509090909090909,,,,,,,,,20
13875,Beef Products,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0.09496179530035222,1.9643366516261995,0.048996298922408706,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.429,1.67,-0.12908713420619813,-0.2185747792912474,10.0,5.5120000000000005,0.1639999999999999,0.0819999999999999,-0.30769128027304243,0.085,-0.024965098042567038,22.0,0.012,208.0,32.6,5.58,0.0,0.2523529411764706,0.6958333333333333,0.0,0.0313333333333333,0.025,0.3445,0.1261538461538461,0.0683333333333333,0.0066666666666666,9.444444444444446e-05,0.0523809523809523,0.2971428571428571,0.5927272727272728,0.5072727272727273,,,,,,,,,3
36403,Restaurant Foods,"Restaurant, Latino, empanadas, beef, prepared",0.6652897320180527,-0.022580120263720502,0.48204477886877134,0.3778834759242682,-0.45920505090150393,2.0,18.0,0.148,0.76,-0.11920475883304414,-0.1549053014913297,69.0,4.663,0.19,0.2769999999999999,-0.25056128503289704,0.0969999999999999,-0.014943296117874646,21.0,0.267,103.0,24.8,1.86,0.02,0.0870588235294117,0.3166666666666667,0.0077777777777777,0.0486666666666666,0.1725,0.2914375,0.1461538461538461,0.2308333333333333,0.0166666666666666,0.0001077777777777,0.05,0.1471428571428571,0.4509090909090909,0.1690909090909091,,,,,,,,,18
16259,Legumes and Legume Products,SILK Banana-Strawberry soy yogurt,-0.8175629034479686,-0.8560433354385185,-0.5547384203342889,-0.13628805768098398,0.20851908106549455,0.6,0.0,0.0,0.0,0.11938401803310282,-0.33366960454494476,0.0,0.0,0.0,0.0,0.49212865308899306,0.0,-0.3590251621989799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1955555555555556,0.0,0.0,0.0,0.0,0.0,0.1466666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,13
21247,Fast Foods,"WENDY'S, french fries",0.46117236519277044,-0.7276751170299001,0.22450759093409603,0.6886424919885888,-0.5690933651909299,4.0,0.0,0.387,0.0,-0.07543995360907635,0.15609560930057595,0.0,3.007,0.053,0.157,-0.26960461677961217,0.159,-0.3105864528963,33.0,0.271,126.0,0.8,0.54,0.0,0.2276470588235294,0.0,0.0422222222222222,0.1333333333333333,0.0,0.1879375,0.0407692307692307,0.1308333333333333,0.0133333333333333,0.0001766666666666,0.0785714285714285,0.18,0.0145454545454545,0.049090909090909,,,,,,,,,8
8015,Breakfast Cereals,"Cereals ready-to-eat, POST, COCOA PEBBLES",1.0375037538759204,-0.6281432375391597,-0.3786239967349326,2.361428436775103,2.1323276944241263,1.6,776.0,1.7,5.2,-0.12908713420619813,-0.3018348656449859,583.0,17.2,1.5,1.3,-0.24103961915953948,0.3,0.5696618161558479,31.0,0.0,95.0,14.0,5.2,0.8622222222222222,1.0,2.166666666666667,0.0,0.0086666666666666,1.4575,1.075,1.1538461538461535,1.0833333333333337,0.0183333333333333,0.0003333333333333,0.0738095238095238,0.1357142857142857,0.2545454545454545,0.4727272727272727,,,,,,,,,5
17256,"Lamb, Veal, and Game Products","Lamb, new zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",-0.007096888112288932,0.6034474955985997,0.34814956640624684,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.11,2.53,-0.12908713420619813,-0.33366960454494476,1.0,6.3,0.36,0.13,-0.29816961439968487,0.095,-0.21704963493250445,15.0,0.02,170.0,3.5,3.37,0.0,0.0647058823529411,1.0541666666666667,0.0,0.0,0.0025,0.39375,0.2769230769230769,0.1083333333333333,0.0083333333333333,0.0001055555555555,0.0357142857142857,0.2428571428571428,0.0636363636363636,0.3063636363636364,,,,,,,,,12
19811,Snacks,"Snacks, potato chips, plain, unsalted",1.871983577073398,-0.4234982516703477,1.460927345655605,1.16788092776928,-0.5828294044771082,4.8,0.0,0.66,0.0,0.30997268594393024,1.897210944521402,45.0,3.827,0.1969999999999999,0.1669999999999999,-0.2315179532861819,0.306,-0.19366543044155557,67.0,0.44,165.0,8.1,1.09,0.0,0.3882352941176471,0.0,0.3455555555555556,0.6073333333333333,0.1125,0.2391875,0.1515384615384615,0.1391666666666667,0.02,0.00034,0.1595238095238095,0.2357142857142857,0.1472727272727272,0.0990909090909091,,,,,,,,,20
10046,Pork Products,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",-0.01310034007773841,1.1969179546181548,0.160575642641179,-0.7570783169382805,-0.5996178969379927,0.0,2.0,0.637,0.58,-0.12908713420619813,-0.3067325177834411,0.0,7.478,0.21,0.541,-0.21247462153946678,0.084,-0.35234396091585163,24.0,0.006,209.0,42.8,2.15,0.0022222222222222,0.3747058823529412,0.2416666666666667,0.0,0.0073333333333333,0.0,0.467375,0.1615384615384615,0.4508333333333334,0.0233333333333333,9.333333333333334e-05,0.0571428571428571,0.2985714285714286,0.7781818181818181,0.1954545454545454,,,,,,,,,16
11863,Vegetables and Vegetable Products,"Squash, winter, all varieties, cooked, baked, with salt",-1.123738953685892,-0.9918531896969118,-0.6047983421108183,-0.435038821368112,-0.3477905100247248,2.8,261.0,0.161,0.0,-0.10367531181808783,-0.30428369171421354,20.0,0.495,0.067,0.016,-0.24103961915953948,0.0819999999999999,-0.3924311686146212,13.0,0.187,19.0,0.4,0.22,0.29,0.0947058823529411,0.0,0.02,0.008,0.05,0.0309375,0.0515384615384615,0.0133333333333333,0.0183333333333333,9.111111111111112e-05,0.0309523809523809,0.0271428571428571,0.0072727272727272,0.02,,,,,,,,,24
35067,American Indian/Alaska Native Foods,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",1.2356176687357532,2.636874491549613,1.1834868153278515,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,11.8,0.28,0.06,-0.2362787862228607,0.0,0.2857107616228969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375,0.2153846153846154,0.05,0.0191666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0
11476,Vegetables and Vegetable Products,"Squash, summer, scallop, cooked, boiled, drained, without salt",-1.249811444960331,-0.9788303269598058,-0.6156547106888608,-0.6369957931663532,-0.4851509028865073,1.9,4.0,0.085,0.0,0.023383800122463806,-0.30428369171421354,21.0,0.4639999999999999,0.025,0.051,-0.27436544971629095,0.083,-0.41080447214322385,19.0,0.128,28.0,0.2,0.24,0.0044444444444444,0.05,0.0,0.12,0.008,0.0525,0.0289999999999999,0.0192307692307692,0.0425,0.0125,9.222222222222224e-05,0.0452380952380952,0.04,0.0036363636363636,0.0218181818181818,,,,,,,,,24
1001,,,,,4.266092359904257,-0.7548949983242454,-0.5950392171759333,,,,,-0.12908713420619813,0.23445804351585925,,,,,-0.2315179532861819,,-0.46258378208746787,,,,,,,,,,,,,,,,,,,,,"BUTTER,WITH SALT",717.0,0.85,714.0,51.368,215.0,24.0,1.5,25
1002,,,,,4.266092359904257,-0.7548949983242454,-0.5950392171759333,,,,,-0.12908713420619813,0.23445804351585925,,,,,-0.2315179532861819,,-0.43919957759651895,,,,,,,,,,,,,,,,,,,,,"BUTTER,WHIPPED,WITH SALT",717.0,0.85,827.0,50.489,219.0,26.0,1.5,25
1003,,,,,5.374045086452263,-0.7570783169382805,-0.5996178969379927,,,,,-0.12908713420619813,0.3520016948387842,,,,,-0.32673461201975756,,-0.465924382729032,,,,,,,,,,,,,,,,,,,,,"BUTTER OIL,ANHYDROUS",876.0,0.28,2.0,61.924,256.0,5.0,1.8,25
1004,,,,,1.107492235281554,-0.6719288909909139,-0.5614622322541643,,,,,-0.12908713420619813,-0.2724489528142547,,,,,2.1679418467999243,,-0.414145072784788,,,,,,,,,,,,,,,,,,,,,"CHEESE,BLUE",353.0,21.4,1395.0,18.669,75.0,256.0,0.5,25
1005,,,,,1.1641866045224427,-0.6555540013856511,-0.5606991189604877,,,,,-0.12908713420619813,-0.27000012674502705,,,,,2.8630234555550267,,-0.3941014689354032,,,,,,,,,,,,,,,,,,,,,"CHEESE,BRICK",371.0,23.24,560.0,18.764,94.0,136.0,0.5,25
1006,,,,,1.043560286988637,-0.7407034273330177,-0.5652777987225471,,,,,-0.12908713420619813,-0.27489777888348227,,,,,0.5302153165824233,,-0.3824093666899288,,,,,,,,,,,,,,,,,,,,,"CHEESE,BRIE",334.0,20.75,629.0,17.41,100.0,152.0,0.5,25
1007,,,,,0.8372892840058292,-0.7403395408973451,-0.5645146854288705,,,,,-0.12908713420619813,-0.2822442570911651,,,,,1.501425235664895,,-0.41080447214322385,,,,,,,,,,,,,,,,,,,,,"CHEESE,CAMEMBERT",300.0,19.8,842.0,15.259,72.0,187.0,0.4,25
1008,,,,,1.1352362883143292,-0.6457290676224935,0.030449677272102082,,,,,-0.12908713420619813,0.03058395890730798,,,,,2.858262622618348,,-0.3590251621989799,,,,,,,,,,,,,,,,,,,,,"CHEESE,CARAWAY",376.0,25.18,690.0,18.584,93.0,93.0,0.5769176136363636,25
1009,,,,,1.3728701338559266,-0.7105008531721996,-0.5599360056668111,,,,,-0.12908713420619813,-0.26265364853734424,,,,,3.0867826035789294,,-0.35234396091585163,,,,,,,,,,,,,,,,,,,,,"CHEESE,CHEDDAR",403.0,24.9,621.0,21.092,105.0,98.0,0.6,25
1010,,,,,1.2196747105879933,-0.5831406006868222,0.030449677272102082,,,,,-0.12908713420619813,0.03058395890730798,,,,,2.7154376345179845,,-0.43084807599260866,,,,,,,,,,,,,,,,,,,,,"CHEESE,CHESHIRE",387.0,23.37,700.0,19.475,103.0,95.0,0.5769176136363636,25
